Wavenumber,Intensity
3.540000000000000000e+02,2.464460784313725483e+01
3.550000000000000000e+02,2.463480392156862919e+01
3.560000000000000000e+02,2.463725490196078383e+01
3.570000000000000000e+02,2.354166666666666785e+01
3.580000000000000000e+02,2.342401960784313530e+01
3.590000000000000000e+02,2.333578431372548678e+01
3.600000000000000000e+02,2.330637254901960986e+01
3.610000000000000000e+02,2.261519607843137081e+01
3.620000000000000000e+02,2.254656862745098067e+01
3.630000000000000000e+02,2.248039215686274517e+01
3.640000000000000000e+02,2.245098039215686470e+01
3.650000000000000000e+02,2.240686274509803866e+01
3.660000000000000000e+02,2.237745098039215819e+01
3.670000000000000000e+02,2.238725490196078383e+01
3.680000000000000000e+02,2.244852941176470651e+01
3.690000000000000000e+02,2.272303921568627416e+01
3.700000000000000000e+02,2.271813725490196134e+01
3.710000000000000000e+02,2.272058823529411598e+01
3.720000000000000000e+02,2.273039215686274517e+01
3.730000000000000000e+02,2.273039215686274517e+01
3.740000000000000000e+02,2.272058823529411598e+01
3.750000000000000000e+02,2.272058823529411598e+01
3.760000000000000000e+02,2.273039215686274517e+01
3.770000000000000000e+02,2.273039215686274517e+01
3.780000000000000000e+02,2.272058823529411598e+01
3.790000000000000000e+02,2.272058823529411598e+01
3.800000000000000000e+02,2.273039215686274517e+01
3.810000000000000000e+02,2.273039215686274517e+01
3.820000000000000000e+02,2.272058823529411598e+01
3.830000000000000000e+02,2.269607843137255188e+01
3.840000000000000000e+02,2.272303921568627061e+01
3.850000000000000000e+02,2.272303921568627416e+01
3.860000000000000000e+02,2.271323529411764852e+01
3.870000000000000000e+02,2.271323529411764852e+01
3.880000000000000000e+02,2.272303921568627416e+01
3.890000000000000000e+02,2.272303921568627416e+01
3.900000000000000000e+02,2.271323529411764852e+01
3.910000000000000000e+02,2.271323529411764852e+01
3.920000000000000000e+02,2.272303921568627416e+01
3.930000000000000000e+02,2.272303921568627416e+01
3.940000000000000000e+02,2.271323529411764852e+01
3.950000000000000000e+02,2.271323529411764852e+01
3.960000000000000000e+02,2.272303921568627416e+01
3.970000000000000000e+02,2.272303921568627416e+01
3.980000000000000000e+02,2.271323529411764852e+01
3.990000000000000000e+02,2.208333333333333215e+01
4.000000000000000000e+02,2.204901960784313530e+01
4.010000000000000000e+02,2.205637254901960986e+01
4.020000000000000000e+02,2.205392156862744812e+01
4.030000000000000000e+02,2.205392156862744812e+01
4.040000000000000000e+02,2.205637254901960986e+01
4.050000000000000000e+02,2.205637254901960986e+01
4.060000000000000000e+02,2.205392156862744812e+01
4.070000000000000000e+02,2.205392156862744812e+01
4.080000000000000000e+02,2.205637254901960986e+01
4.090000000000000000e+02,2.205637254901960986e+01
4.100000000000000000e+02,2.205392156862744812e+01
4.110000000000000000e+02,2.205392156862744812e+01
4.120000000000000000e+02,2.205637254901960986e+01
4.130000000000000000e+02,2.205637254901960986e+01
4.140000000000000000e+02,2.205392156862744812e+01
4.150000000000000000e+02,2.206617647058823550e+01
4.160000000000000000e+02,2.209558823529411598e+01
4.170000000000000000e+02,2.209558823529411598e+01
4.180000000000000000e+02,2.206617647058823550e+01
4.190000000000000000e+02,2.141176470588235148e+01
4.200000000000000000e+02,2.138480392156862919e+01
4.210000000000000000e+02,2.136274509803921617e+01
4.220000000000000000e+02,2.136029411764705799e+01
4.230000000000000000e+02,2.139460784313725483e+01
4.240000000000000000e+02,2.208823529411764142e+01
4.250000000000000000e+02,2.273039215686274517e+01
4.260000000000000000e+02,2.272058823529411598e+01
4.270000000000000000e+02,2.209068627450980671e+01
4.280000000000000000e+02,2.207107843137255188e+01
4.290000000000000000e+02,2.139950980392157120e+01
4.300000000000000000e+02,2.133088235294117752e+01
4.310000000000000000e+02,2.128431372549019684e+01
4.320000000000000000e+02,2.138480392156862919e+01
4.330000000000000000e+02,2.111519607843137081e+01
4.340000000000000000e+02,2.087009803921568718e+01
4.350000000000000000e+02,2.083823529411764852e+01
4.360000000000000000e+02,2.153676470588235148e+01
4.370000000000000000e+02,2.138480392156862919e+01
4.380000000000000000e+02,2.128186274509803866e+01
4.390000000000000000e+02,2.118137254901960986e+01
4.400000000000000000e+02,2.105147058823529349e+01
4.410000000000000000e+02,2.024264705882352899e+01
4.420000000000000000e+02,2.011274509803921617e+01
4.430000000000000000e+02,3.978431372549020040e+01
4.440000000000000000e+02,7.979166666666667140e+01
4.450000000000000000e+02,1.380073529411764639e+02
4.460000000000000000e+02,2.146666666666666572e+02
4.470000000000000000e+02,2.535269607843137294e+02
