Wavenumber,Intensity
5.330000000000000000e+02,1.154391915954415992e+01
5.340000000000000000e+02,1.153589743589743577e+01
5.350000000000000000e+02,1.155911680911681039e+01
5.360000000000000000e+02,1.157101139601139650e+01
5.370000000000000000e+02,1.155577368233618252e+01
5.380000000000000000e+02,1.156481481481481666e+01
5.390000000000000000e+02,1.162286324786324698e+01
5.400000000000000000e+02,1.168839031339031287e+01
5.410000000000000000e+02,1.176675569800569932e+01
5.420000000000000000e+02,1.184394586894587142e+01
5.430000000000000000e+02,1.191940883190883405e+01
5.440000000000000000e+02,1.199839743589743435e+01
5.450000000000000000e+02,1.208184205840455938e+01
5.460000000000000000e+02,1.218924501424501550e+01
5.470000000000000000e+02,1.232275641025641377e+01
5.480000000000000000e+02,1.247795584045584860e+01
5.490000000000000000e+02,1.265355235042735060e+01
5.500000000000000000e+02,1.281112001424501479e+01
5.510000000000000000e+02,1.295406428062678295e+01
5.520000000000000000e+02,1.311837606837607240e+01
5.530000000000000000e+02,1.329760060541311084e+01
5.540000000000000000e+02,1.343686787749287603e+01
5.550000000000000000e+02,1.355223913817663828e+01
5.560000000000000000e+02,1.366761039886040052e+01
5.570000000000000000e+02,1.378298165954416277e+01
5.580000000000000000e+02,1.389124821937322452e+01
5.590000000000000000e+02,1.399646100427350426e+01
5.600000000000000000e+02,1.408938746438746570e+01
5.610000000000000000e+02,1.417791132478632754e+01
5.620000000000000000e+02,1.418903133903133984e+01
5.630000000000000000e+02,1.417742165242165164e+01
5.640000000000000000e+02,1.412409188034188112e+01
5.650000000000000000e+02,1.406096420940170866e+01
5.660000000000000000e+02,1.405128205128205110e+01
5.670000000000000000e+02,1.405128205128205110e+01
5.680000000000000000e+02,1.398910256410256103e+01
5.690000000000000000e+02,1.391871883903133877e+01
5.700000000000000000e+02,1.385300925925925775e+01
5.710000000000000000e+02,1.378770477207977052e+01
5.720000000000000000e+02,1.368837250712250331e+01
5.730000000000000000e+02,1.358751335470085131e+01
5.740000000000000000e+02,1.356093304843304992e+01
5.750000000000000000e+02,1.353494480056980187e+01
5.760000000000000000e+02,1.351317663817663828e+01
5.770000000000000000e+02,1.349405270655270606e+01
5.780000000000000000e+02,1.351146723646723657e+01
5.790000000000000000e+02,1.352956285612535403e+01
5.800000000000000000e+02,1.355350783475783594e+01
5.810000000000000000e+02,1.358165064102564301e+01
5.820000000000000000e+02,1.363534544159544382e+01
5.830000000000000000e+02,1.370233707264957879e+01
5.840000000000000000e+02,1.383076923076923670e+01
5.850000000000000000e+02,1.395499465811965933e+01
5.860000000000000000e+02,1.406383547008547197e+01
5.870000000000000000e+02,1.416555822649572960e+01
5.880000000000000000e+02,1.424610042735042903e+01
5.890000000000000000e+02,1.435154024216524782e+01
5.900000000000000000e+02,1.451842948717948545e+01
5.910000000000000000e+02,1.467517361111111107e+01
5.920000000000000000e+02,1.481086182336182588e+01
5.930000000000000000e+02,1.495469195156695719e+01
5.940000000000000000e+02,1.511287393162393933e+01
5.950000000000000000e+02,1.529102118945868938e+01
5.960000000000000000e+02,1.549926994301994476e+01
5.970000000000000000e+02,1.555612535612535297e+01
5.980000000000000000e+02,1.541680911680911237e+01
5.990000000000000000e+02,1.529565972222221681e+01
6.000000000000000000e+02,1.519480056980057014e+01
6.010000000000000000e+02,1.507066417378917222e+01
6.020000000000000000e+02,1.492409188034187650e+01
6.030000000000000000e+02,1.482149661680911557e+01
6.040000000000000000e+02,1.475546652421652283e+01
6.050000000000000000e+02,1.478078258547008694e+01
6.060000000000000000e+02,1.487148326210826532e+01
6.070000000000000000e+02,1.497971866096866478e+01
6.080000000000000000e+02,1.509871794871795281e+01
6.090000000000000000e+02,1.521390669515669991e+01
6.100000000000000000e+02,1.532710113960114029e+01
6.110000000000000000e+02,1.546544693732193920e+01
6.120000000000000000e+02,1.561492165242165520e+01
6.130000000000000000e+02,1.583644052706553396e+01
6.140000000000000000e+02,1.608459757834758719e+01
6.150000000000000000e+02,1.629491631054131062e+01
6.160000000000000000e+02,1.649373219373219968e+01
6.170000000000000000e+02,1.670246171652422262e+01
6.180000000000000000e+02,1.691361289173789828e+01
6.190000000000000000e+02,1.718026175213676510e+01
6.200000000000000000e+02,1.745744301994302106e+01
6.210000000000000000e+02,1.772953169515669813e+01
6.220000000000000000e+02,1.800090811965812421e+01
6.230000000000000000e+02,1.820728276353277053e+01
6.240000000000000000e+02,1.840754985754986350e+01
6.250000000000000000e+02,1.865680644586894488e+01
6.260000000000000000e+02,1.890859152421652567e+01
6.270000000000000000e+02,1.901990295584045754e+01
6.280000000000000000e+02,1.912922008547008801e+01
6.290000000000000000e+02,1.922862802706553254e+01
6.300000000000000000e+02,1.933168625356125503e+01
